upc,pid,categories,brand,description,country_of_origin,favorite,size,unit,gmo,organic,temperature,heat_sensitive,warnings,images
0001111018209,0001111018209,"['Produce', 'Natural & Organic', 'International', 'Produce']",Simple Truth Organic,Simple Truth Organic® Fresh Avocados Bag,UNITED STATES,FALSE,4 ct,,PRODUCT LABELED WITH NON-GMO CLAIM,ORGANIC CLAIM AND PRINTED ON PACKAGE,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/back/0001111018209', 'https://www.kroger.com/product/images/large/back/0001111018209', 'https://www.kroger.com/product/images/medium/back/0001111018209', 'https://www.kroger.com/product/images/small/back/0001111018209', 'https://www.kroger.com/product/images/thumbnail/back/0001111018209', 'https://www.kroger.com/product/images/xlarge/right/0001111018209', 'https://www.kroger.com/product/images/large/right/0001111018209', 'https://www.kroger.com/product/images/medium/right/0001111018209', 'https://www.kroger.com/product/images/small/right/0001111018209', 'https://www.kroger.com/product/images/thumbnail/right/0001111018209', 'https://www.kroger.com/product/images/xlarge/front/0001111018209', 'https://www.kroger.com/product/images/large/front/0001111018209', 'https://www.kroger.com/product/images/medium/front/0001111018209', 'https://www.kroger.com/product/images/small/front/0001111018209', 'https://www.kroger.com/product/images/thumbnail/front/0001111018209', 'https://www.kroger.com/product/images/xlarge/top/0001111018209', 'https://www.kroger.com/product/images/large/top/0001111018209', 'https://www.kroger.com/product/images/medium/top/0001111018209', 'https://www.kroger.com/product/images/small/top/0001111018209', 'https://www.kroger.com/product/images/thumbnail/top/0001111018209', 'https://www.kroger.com/product/images/xlarge/left/0001111018209', 'https://www.kroger.com/product/images/large/left/0001111018209', 'https://www.kroger.com/product/images/medium/left/0001111018209', 'https://www.kroger.com/product/images/small/left/0001111018209', 'https://www.kroger.com/product/images/thumbnail/left/0001111018209']"
0001111014801,0001111014801,['Breakfast'],Kroger,Kroger® Raisin Bran Cereal,UNITED STATES,FALSE,16.6 oz,,,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/left/0001111014801', 'https://www.kroger.com/product/images/large/left/0001111014801', 'https://www.kroger.com/product/images/medium/left/0001111014801', 'https://www.kroger.com/product/images/small/left/0001111014801', 'https://www.kroger.com/product/images/thumbnail/left/0001111014801', 'https://www.kroger.com/product/images/xlarge/back/0001111014801', 'https://www.kroger.com/product/images/large/back/0001111014801', 'https://www.kroger.com/product/images/medium/back/0001111014801', 'https://www.kroger.com/product/images/small/back/0001111014801', 'https://www.kroger.com/product/images/thumbnail/back/0001111014801', 'https://www.kroger.com/product/images/xlarge/front/0001111014801', 'https://www.kroger.com/product/images/large/front/0001111014801', 'https://www.kroger.com/product/images/medium/front/0001111014801', 'https://www.kroger.com/product/images/small/front/0001111014801', 'https://www.kroger.com/product/images/thumbnail/front/0001111014801']"
0001111013439,0001111013439,['Beverages'],Kroger,Kroger® Real Brewed Caffeinated Sweet Iced Tea Gallon,UNITED STATES,FALSE,1 gal,,NO NON-GMO CLAIM,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/right/0001111013439', 'https://www.kroger.com/product/images/large/right/0001111013439', 'https://www.kroger.com/product/images/medium/right/0001111013439', 'https://www.kroger.com/product/images/small/right/0001111013439', 'https://www.kroger.com/product/images/thumbnail/right/0001111013439', 'https://www.kroger.com/product/images/xlarge/front/0001111013439', 'https://www.kroger.com/product/images/large/front/0001111013439', 'https://www.kroger.com/product/images/medium/front/0001111013439', 'https://www.kroger.com/product/images/small/front/0001111013439', 'https://www.kroger.com/product/images/thumbnail/front/0001111013439', 'https://www.kroger.com/product/images/xlarge/back/0001111013439', 'https://www.kroger.com/product/images/large/back/0001111013439', 'https://www.kroger.com/product/images/medium/back/0001111013439', 'https://www.kroger.com/product/images/small/back/0001111013439', 'https://www.kroger.com/product/images/thumbnail/back/0001111013439', 'https://www.kroger.com/product/images/xlarge/left/0001111013439', 'https://www.kroger.com/product/images/large/left/0001111013439', 'https://www.kroger.com/product/images/medium/left/0001111013439', 'https://www.kroger.com/product/images/small/left/0001111013439', 'https://www.kroger.com/product/images/thumbnail/left/0001111013439']"
0001111002824,0001111002824,['Produce'],Kroger,Kroger® Whole Garlic Bulbs,UNITED STATES,FALSE,5 ct,,,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/back/0001111002824', 'https://www.kroger.com/product/images/large/back/0001111002824', 'https://www.kroger.com/product/images/medium/back/0001111002824', 'https://www.kroger.com/product/images/small/back/0001111002824', 'https://www.kroger.com/product/images/thumbnail/back/0001111002824', 'https://www.kroger.com/product/images/xlarge/front/0001111002824', 'https://www.kroger.com/product/images/large/front/0001111002824', 'https://www.kroger.com/product/images/medium/front/0001111002824', 'https://www.kroger.com/product/images/small/front/0001111002824', 'https://www.kroger.com/product/images/thumbnail/front/0001111002824', 'https://www.kroger.com/product/images/xlarge/bottom/0001111002824', 'https://www.kroger.com/product/images/large/bottom/0001111002824', 'https://www.kroger.com/product/images/medium/bottom/0001111002824', 'https://www.kroger.com/product/images/small/bottom/0001111002824', 'https://www.kroger.com/product/images/thumbnail/bottom/0001111002824']"
0001111015383,0001111015383,['Beverages'],Kroger,Kroger® Caffeine Free Lemon Lime Sparkling Water,UNITED STATES,FALSE,12 ct / 12 fl oz,,,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/back/0001111015383', 'https://www.kroger.com/product/images/large/back/0001111015383', 'https://www.kroger.com/product/images/medium/back/0001111015383', 'https://www.kroger.com/product/images/small/back/0001111015383', 'https://www.kroger.com/product/images/thumbnail/back/0001111015383', 'https://www.kroger.com/product/images/xlarge/right/0001111015383', 'https://www.kroger.com/product/images/large/right/0001111015383', 'https://www.kroger.com/product/images/medium/right/0001111015383', 'https://www.kroger.com/product/images/small/right/0001111015383', 'https://www.kroger.com/product/images/thumbnail/right/0001111015383', 'https://www.kroger.com/product/images/xlarge/front/0001111015383', 'https://www.kroger.com/product/images/large/front/0001111015383', 'https://www.kroger.com/product/images/medium/front/0001111015383', 'https://www.kroger.com/product/images/small/front/0001111015383', 'https://www.kroger.com/product/images/thumbnail/front/0001111015383', 'https://www.kroger.com/product/images/xlarge/left/0001111015383', 'https://www.kroger.com/product/images/large/left/0001111015383', 'https://www.kroger.com/product/images/medium/left/0001111015383', 'https://www.kroger.com/product/images/small/left/0001111015383', 'https://www.kroger.com/product/images/thumbnail/left/0001111015383']"
0001111001618,0001111001618,"['Condiment & Sauces', 'Condiment & Sauces']",Kroger,Kroger® Creamy Peanut Butter,UNITED STATES,FALSE,16 oz,,NO NON-GMO CLAIM,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0001111001618', 'https://www.kroger.com/product/images/large/front/0001111001618', 'https://www.kroger.com/product/images/medium/front/0001111001618', 'https://www.kroger.com/product/images/small/front/0001111001618', 'https://www.kroger.com/product/images/thumbnail/front/0001111001618', 'https://www.kroger.com/product/images/xlarge/right/0001111001618', 'https://www.kroger.com/product/images/large/right/0001111001618', 'https://www.kroger.com/product/images/medium/right/0001111001618', 'https://www.kroger.com/product/images/small/right/0001111001618', 'https://www.kroger.com/product/images/thumbnail/right/0001111001618', 'https://www.kroger.com/product/images/xlarge/back/0001111001618', 'https://www.kroger.com/product/images/large/back/0001111001618', 'https://www.kroger.com/product/images/medium/back/0001111001618', 'https://www.kroger.com/product/images/small/back/0001111001618', 'https://www.kroger.com/product/images/thumbnail/back/0001111001618', 'https://www.kroger.com/product/images/xlarge/bottom/0001111001618', 'https://www.kroger.com/product/images/large/bottom/0001111001618', 'https://www.kroger.com/product/images/medium/bottom/0001111001618', 'https://www.kroger.com/product/images/small/bottom/0001111001618', 'https://www.kroger.com/product/images/thumbnail/bottom/0001111001618', 'https://www.kroger.com/product/images/xlarge/top/0001111001618', 'https://www.kroger.com/product/images/large/top/0001111001618', 'https://www.kroger.com/product/images/medium/top/0001111001618', 'https://www.kroger.com/product/images/small/top/0001111001618', 'https://www.kroger.com/product/images/thumbnail/top/0001111001618', 'https://www.kroger.com/product/images/xlarge/left/0001111001618', 'https://www.kroger.com/product/images/large/left/0001111001618', 'https://www.kroger.com/product/images/medium/left/0001111001618', 'https://www.kroger.com/product/images/small/left/0001111001618', 'https://www.kroger.com/product/images/thumbnail/left/0001111001618']"
0000000004046,0000000004046,"['Produce', 'International', 'Produce']",Fresh Avocados,Fresh Medium Ripe Avocado,CHILE; MEXICO; PERU; UNITED STATES,FALSE,1 each,,NO NON-GMO CLAIM,NO,Ambient,FALSE,none,"['https://www.kroger.com/product/images/xlarge/right/0000000004046', 'https://www.kroger.com/product/images/large/right/0000000004046', 'https://www.kroger.com/product/images/medium/right/0000000004046', 'https://www.kroger.com/product/images/small/right/0000000004046', 'https://www.kroger.com/product/images/thumbnail/right/0000000004046', 'https://www.kroger.com/product/images/xlarge/front/0000000004046', 'https://www.kroger.com/product/images/large/front/0000000004046', 'https://www.kroger.com/product/images/medium/front/0000000004046', 'https://www.kroger.com/product/images/small/front/0000000004046', 'https://www.kroger.com/product/images/thumbnail/front/0000000004046', 'https://www.kroger.com/product/images/xlarge/back/0000000004046', 'https://www.kroger.com/product/images/large/back/0000000004046', 'https://www.kroger.com/product/images/medium/back/0000000004046', 'https://www.kroger.com/product/images/small/back/0000000004046', 'https://www.kroger.com/product/images/thumbnail/back/0000000004046', 'https://www.kroger.com/product/images/xlarge/left/0000000004046', 'https://www.kroger.com/product/images/large/left/0000000004046', 'https://www.kroger.com/product/images/medium/left/0000000004046', 'https://www.kroger.com/product/images/small/left/0000000004046', 'https://www.kroger.com/product/images/thumbnail/left/0000000004046']"
0001111008486,0001111008486,['Bakery'],Kroger,Kroger® White Sandwich Bread,UNITED STATES,FALSE,20 oz,,,NO,Ambient,FALSE,NONE,"['https://www.kroger.com/product/images/xlarge/back/0001111008486', 'https://www.kroger.com/product/images/large/back/0001111008486', 'https://www.kroger.com/product/images/medium/back/0001111008486', 'https://www.kroger.com/product/images/small/back/0001111008486', 'https://www.kroger.com/product/images/thumbnail/back/0001111008486', 'https://www.kroger.com/product/images/xlarge/right/0001111008486', 'https://www.kroger.com/product/images/large/right/0001111008486', 'https://www.kroger.com/product/images/medium/right/0001111008486', 'https://www.kroger.com/product/images/small/right/0001111008486', 'https://www.kroger.com/product/images/thumbnail/right/0001111008486', 'https://www.kroger.com/product/images/xlarge/front/0001111008486', 'https://www.kroger.com/product/images/large/front/0001111008486', 'https://www.kroger.com/product/images/medium/front/0001111008486', 'https://www.kroger.com/product/images/small/front/0001111008486', 'https://www.kroger.com/product/images/thumbnail/front/0001111008486', 'https://www.kroger.com/product/images/xlarge/left/0001111008486', 'https://www.kroger.com/product/images/large/left/0001111008486', 'https://www.kroger.com/product/images/medium/left/0001111008486', 'https://www.kroger.com/product/images/small/left/0001111008486', 'https://www.kroger.com/product/images/thumbnail/left/0001111008486']"
0001111000918,0001111000918,['Breakfast'],Kroger,Kroger® Plain Bagels,UNITED STATES,FALSE,6 ct / 20 oz,,,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0001111000918', 'https://www.kroger.com/product/images/large/front/0001111000918', 'https://www.kroger.com/product/images/medium/front/0001111000918', 'https://www.kroger.com/product/images/small/front/0001111000918', 'https://www.kroger.com/product/images/thumbnail/front/0001111000918', 'https://www.kroger.com/product/images/xlarge/right/0001111000918', 'https://www.kroger.com/product/images/large/right/0001111000918', 'https://www.kroger.com/product/images/medium/right/0001111000918', 'https://www.kroger.com/product/images/small/right/0001111000918', 'https://www.kroger.com/product/images/thumbnail/right/0001111000918', 'https://www.kroger.com/product/images/xlarge/back/0001111000918', 'https://www.kroger.com/product/images/large/back/0001111000918', 'https://www.kroger.com/product/images/medium/back/0001111000918', 'https://www.kroger.com/product/images/small/back/0001111000918', 'https://www.kroger.com/product/images/thumbnail/back/0001111000918', 'https://www.kroger.com/product/images/xlarge/left/0001111000918', 'https://www.kroger.com/product/images/large/left/0001111000918', 'https://www.kroger.com/product/images/medium/left/0001111000918', 'https://www.kroger.com/product/images/small/left/0001111000918', 'https://www.kroger.com/product/images/thumbnail/left/0001111000918']"
0001111014932,0001111014932,['Breakfast'],Kroger,Kroger® Honey Nut Toasted Oats Cereal,UNITED STATES,FALSE,27.2 oz,,,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0001111014932', 'https://www.kroger.com/product/images/large/front/0001111014932', 'https://www.kroger.com/product/images/medium/front/0001111014932', 'https://www.kroger.com/product/images/small/front/0001111014932', 'https://www.kroger.com/product/images/thumbnail/front/0001111014932']"
